token	corpus size	all contexts size	frequency	co-frequency	specificity
transistors	239693	15972	6	2	1.30
judgment	239693	15972	6	2	1.30
Eemeren	239693	15972	6	2	1.30
Gómez-Torrente	239693	15972	6	2	1.30
Kouri	239693	15972	6	2	1.30
Kissel	239693	15972	6	2	1.30
Goble	239693	15972	6	2	1.30
Kurt	239693	15972	6	2	1.30
Jaakko	239693	15972	6	2	1.30
Encyclopædia	239693	15972	6	2	1.30
Nevertheless	239693	15972	6	2	1.30
Applying	239693	15972	6	2	1.30
Multiple	239693	15972	6	2	1.30
r(X	239693	15972	6	2	1.30
Lifschitz	239693	15972	6	2	1.30
Gödel's	239693	15972	6	2	1.30
bigger	239693	15972	6	2	1.30
electrically	239693	15972	6	2	1.30
Printed	239693	15972	6	2	1.30
Memory	239693	15972	6	2	1.30
Much	239693	15972	6	2	1.30
implements	239693	15972	6	2	1.30
naturally	239693	15972	6	2	1.30
timeline	239693	15972	6	2	1.30
subsequent	239693	15972	6	2	1.30
Int	239693	15972	6	2	1.30
These	239693	15972	70	8	1.29
need	239693	15972	83	9	1.29
choice	239693	15972	46	6	1.28
more	239693	15972	340	27	1.28
8	239693	15972	193	17	1.28
whereas	239693	15972	24	4	1.28
approaches	239693	15972	24	4	1.28
analyze	239693	15972	24	4	1.28
particularly	239693	15972	24	4	1.28
50	239693	15972	24	4	1.28
many	239693	15972	110	11	1.27
fallacies	239693	15972	35	5	1.27
Proof	239693	15972	35	5	1.27
clauses	239693	15972	47	6	1.25
dialects	239693	15972	47	6	1.25
which	239693	15972	599	43	1.25
Metalog	239693	15972	125	12	1.25
RDF	239693	15972	345	27	1.25
within	239693	15972	72	8	1.25
answer	239693	15972	36	5	1.23
restricted	239693	15972	25	4	1.23
logicians	239693	15972	15	3	1.23
criteria	239693	15972	15	3	1.23
54	239693	15972	15	3	1.23
Cognitive	239693	15972	15	3	1.23
subgoals	239693	15972	15	3	1.23
corresponds	239693	15972	15	3	1.23
6	239693	15972	213	18	1.23
given	239693	15972	114	11	1.22
2012	239693	15972	74	8	1.21
order	239693	15972	115	11	1.20
but	239693	15972	294	23	1.19
formula	239693	15972	62	7	1.19
understood	239693	15972	26	4	1.19
add	239693	15972	26	4	1.19
V	239693	15972	26	4	1.19
proofs	239693	15972	26	4	1.19
sees	239693	15972	7	2	1.18
slightly	239693	15972	7	2	1.18
unable	239693	15972	7	2	1.18
syllogism	239693	15972	7	2	1.18
135	239693	15972	7	2	1.18
analyzing	239693	15972	7	2	1.18
157	239693	15972	7	2	1.18
logic-based	239693	15972	7	2	1.18
During	239693	15972	7	2	1.18
translations	239693	15972	7	2	1.18
imperative	239693	15972	7	2	1.18
Copi	239693	15972	7	2	1.18
realist	239693	15972	7	2	1.18
straightforward	239693	15972	7	2	1.18
Click	239693	15972	7	2	1.18
clicking	239693	15972	7	2	1.18
Reiter	239693	15972	7	2	1.18
Fifth	239693	15972	7	2	1.18
Advertisement	239693	15972	7	2	1.18
checking	239693	15972	7	2	1.18
Act	239693	15972	7	2	1.18
Temporal	239693	15972	7	2	1.18
Lambda	239693	15972	7	2	1.18
Rename	239693	15972	1	1	1.18
PR	239693	15972	1	1	1.18
Stoic	239693	15972	1	1	1.18
roots	239693	15972	1	1	1.18
originates	239693	15972	1	1	1.18
logos	239693	15972	1	1	1.18
exactness	239693	15972	1	1	1.18
assessed	239693	15972	1	1	1.18
disagreements	239693	15972	1	1	1.18
non-formal	239693	15972	1	1	1.18
indirectly	239693	15972	1	1	1.18
flies	239693	15972	1	1	1.18
accord	239693	15972	1	1	1.18
violated	239693	15972	1	1	1.18
chess	239693	15972	1	1	1.18
assigns	239693	15972	1	1	1.18
perfectly	239693	15972	1	1	1.18
categorization	239693	15972	1	1	1.18
divides	239693	15972	1	1	1.18
theses	239693	15972	1	1	1.18
classifying	239693	15972	1	1	1.18
smallest	239693	15972	1	1	1.18
alethic	239693	15972	1	1	1.18
meta-logical	239693	15972	1	1	1.18
dialogical	239693	15972	1	1	1.18
presuppositions	239693	15972	1	1	1.18
incur	239693	15972	1	1	1.18
Photograph	239693	15972	1	1	1.18
subareas	239693	15972	1	1	1.18
logicism	239693	15972	1	1	1.18
philosopher-logicians	239693	15972	1	1	1.18
crippling	239693	15972	1	1	1.18
challenging	239693	15972	1	1	1.18
voltages	239693	15972	1	1	1.18
subfield	239693	15972	1	1	1.18
Maddy	239693	15972	1	1	1.18
regularities	239693	15972	1	1	1.18
western	239693	15972	1	1	1.18
Bottom	239693	15972	1	1	1.18
founders	239693	15972	1	1	1.18
contributor	239693	15972	1	1	1.18
Organon	239693	15972	1	1	1.18
predicables	239693	15972	1	1	1.18
founder	239693	15972	1	1	1.18
Avicennian	239693	15972	1	1	1.18
temporally	239693	15972	1	1	1.18
modalized	239693	15972	1	1	1.18
variation	239693	15972	1	1	1.18
foreshadowing	239693	15972	1	1	1.18
textbooks	239693	15972	1	1	1.18
Summa	239693	15972	1	1	1.18
Logicae	239693	15972	1	1	1.18
treatise	239693	15972	1	1	1.18
exposition	239693	15972	1	1	1.18
Buddhism	239693	15972	1	1	1.18
Jainist	239693	15972	1	1	1.18
predominated	239693	15972	1	1	1.18
stimulated	239693	15972	1	1	1.18
birthplace	239693	15972	1	1	1.18
Gottfried	239693	15972	1	1	1.18
Leibniz's	239693	15972	1	1	1.18
Peirce	239693	15972	1	1	1.18
relatives	239693	15972	1	1	1.18
Vector	239693	15972	1	1	1.18
Quantified	239693	15972	1	1	1.18
375322	239693	15972	1	1	1.18
435	239693	15972	1	1	1.18
679	239693	15972	1	1	1.18
4051	239693	15972	1	1	1.18
9112	239693	15972	1	1	1.18
Benacerraf	239693	15972	1	1	1.18
Perry	239693	15972	1	1	1.18
517	239693	15972	1	1	1.18
predominately	239693	15972	1	1	1.18
maximization	239693	15972	1	1	1.18
Abu	239693	15972	1	1	1.18
Ghraib	239693	15972	1	1	1.18
uncovers	239693	15972	1	1	1.18
entrepreneurial	239693	15972	1	1	1.18
circulates	239693	15972	1	1	1.18
constrains	239693	15972	1	1	1.18
rewards	239693	15972	1	1	1.18
disguising	239693	15972	1	1	1.18
Wrote	239693	15972	1	1	1.18
graph-theoretical	239693	15972	1	1	1.18
optimized	239693	15972	1	1	1.18
footie	239693	15972	1	1	1.18
chunks	239693	15972	1	1	1.18
ink	239693	15972	1	1	1.18
inanimate	239693	15972	1	1	1.18
precedent	239693	15972	1	1	1.18
contextuality	239693	15972	1	1	1.18
affective	239693	15972	1	1	1.18
hearers	239693	15972	1	1	1.18
readersâ	239693	15972	1	1	1.18
eludes	239693	15972	1	1	1.18
arguably	239693	15972	1	1	1.18
certitude	239693	15972	1	1	1.18
True	239693	15972	1	1	1.18
Isagoge	239693	15972	1	1	1.18
Aristotle’s	239693	15972	1	1	1.18
Porphyry	239693	15972	1	1	1.18
ironically	239693	15972	1	1	1.18
defies	239693	15972	1	1	1.18
asserting	239693	15972	1	1	1.18
compels	239693	15972	1	1	1.18
exemption	239693	15972	1	1	1.18
inverting	239693	15972	1	1	1.18
disciplined	239693	15972	1	1	1.18
instructed	239693	15972	1	1	1.18
nonproliferation	239693	15972	1	1	1.18
tracks	239693	15972	1	1	1.18
logicQuestion	239693	15972	1	1	1.18
logicSection	239693	15972	1	1	1.18
logicPage	239693	15972	1	1	1.18
logicUsing	239693	15972	1	1	1.18
actionsEmailsIntegrationsSuccess	239693	15972	1	1	1.18
GotchasWorking	239693	15972	1	1	1.18
titlesWorking	239693	15972	1	1	1.18
numbersBlank	239693	15972	1	1	1.18
Effectively	239693	15972	1	1	1.18
Conditionally	239693	15972	1	1	1.18
Combine	239693	15972	1	1	1.18
UPPER	239693	15972	1	1	1.18
let's	239693	15972	1	1	1.18
follow-up	239693	15972	1	1	1.18
Done	239693	15972	1	1	1.18
headings	239693	15972	1	1	1.18
clicks	239693	15972	1	1	1.18
Repeating	239693	15972	1	1	1.18
sub-sections	239693	15972	1	1	1.18
GIF	239693	15972	1	1	1.18
they’d	239693	15972	1	1	1.18
Would	239693	15972	1	1	1.18
Webhooks	239693	15972	1	1	1.18
