Document	Gauche	Terme	Droite
33	déduction. Qu’est-ce que la 	logique	 ? La logique est une science
33	ce que la logique ? La 	logique	 est une science formelle , qui
33	paradoxes et la vérité . La 	logique	 est une discipline extrêmement ancienne
33	sociale et technologique. Le mot « 	logique	 » a son origine dans le
33	lorsqu’il se réfère à la « 	logique	 sportive », à la « logique militaire
33	la « logique sportive », à la « 	logique	 militaire », etc. logique philosophique Avec
33	à la « logique militaire », etc. 	logique	 philosophique Avec ce terme, on
33	lesquels les méthodes de la 	logique	 sont utilisées pour résoudre ou
33	qui est considéré comme une 	logique	 traditionnelle ou, au contraire, une
33	traditionnelle ou, au contraire, une 	logique	 non classique. C’est-à-dire
33	classique. C’est-à-dire la 	logique	 dans le cadre de la
33	dans la continuité de la 	logique	 de l’Antiquité, centrée sur la
33	pour le distinguer de la 	logique	 mathématique plus récente. logique aristotélicienne
33	la logique mathématique plus récente. 	logique	 aristotélicienne Au sein de la
33	aristotélicienne Au sein de la 	logique	 philosophique, la logique aristotélicienne est
33	de la logique philosophique, la 	logique	 aristotélicienne est connue comme la
33	le fondateur occidental de la 	logique	 et l’une des parties les
33	principaux travaux d’Aristote sur la 	logique	 sont rassemblés dans son Órganon
33	Ils déploient tout un système 	logique	 qui a été extrêmement influent
33	les axiomes fondamentaux de la 	logique	 : * Le principe de non-contradiction
33	possibles (A ou alors ¬A). 	logique	 mathématique La logique mathématique, également
33	alors ¬A). Logique mathématique La 	logique	 mathématique, également appelée logique symbolique
33	La logique mathématique, également appelée 	logique	 symbolique, logique formelle, logique théorique
33	mathématique, également appelée logique symbolique, 	logique	 formelle, logique théorique ou logistique
33	appelée logique symbolique, logique formelle, 	logique	 théorique ou logistique, est connue
33	l’ application de la pensée 	logique	 à certains domaines des mathématiques
33	représentation formels, tels que la 	logique	 propositionnelle, la logique modale ou
33	que la logique propositionnelle, la 	logique	 modale ou la logique du
33	la logique modale ou la 	logique	 du premier ordre, qui permettent
33	développer des preuves rigoureuses. La 	logique	 mathématique couvre quatre grands domaines
33	théories axiomatiques et de la 	logique	 mathématique à travers des structures
33	constructions purement formelles de la 	logique	. * Théorie de la preuve. Aussi
33	aux structures formelles de la 	logique	, la théorie de la preuve
33	interrelations. Cette branche de la 	logique	 mathématique est l’une des plus
33	ensembles calculables ou non calculables. 	logique	 de calcul [logique-2.jpg
33	non calculables. logique de calcul [	logique	-2.jpg] La logique computationnelle
33	calcul [logique-2.jpg] La 	logique	 computationnelle crée des systèmes informatiques
33	des systèmes informatiques intelligents. La 	logique	 computationnelle est la même logique
33	logique computationnelle est la même 	logique	 mathématique mais appliquée au domaine
33	l’informatique : circuits de calcul, programmation 	logique	 et gestion des algorithmes. L’intelligence
33	que, d’une manière générale, la 	logique	 computationnelle aspire à alimenter un
33	ainsi des systèmes informatiques intelligents. 	logique	 formelle et informelle Il fait
33	deux champs distincts de la 	logique	 : formel et informel, de par
33	lequel les énoncés sont exprimés. * 	logique	 formelle. C’est celui qui s’occupe
33	ses formes (d’où son nom ). ). * 	logique	 informelle. Au lieu de cela
33	quelle que soit leur forme 	logique	 ou leur langage formel. Cette
34		logique	 du délire Jean-Claude Maleval
34	www.pur-editions.fr SOULIGNER l’existence d’une 	logique	 inhérente au délire ne passe
34	condition du dégagement de sa 	logique	. Il s’agit ici de renverser
34	sur la progression de l’échelle 	logique	 des délires, on peut constater
36	L’espace 	logique	 de l’interlocution LE moment référentiel
37	et d’une secrétaire commerciale. « La 	logique	 de transmission dans laquelle je
37	d’augmenter le chiffre d’affaires. La 	logique	 de transmission dans laquelle je
38	2-1 Montée de la 	logique	 de service Contraintes de simultanéité
38	de service ou de la 	logique	 de service dans toutes les
38	montée en puissance de la 	logique	 de service, la mobilisation subjective
39	dans le cloud, il est 	logique	 que votre modèle de ML
39	modèle et l’intégration de la 	logique	 de décision dans les systèmes
40	9]. L’accent mis sur la 	logique	 de spécialisation conduit donc à
40	14]. L’accent mis sur la 	logique	 de conflictualisation conduit à penser
40	Puisque l’une des deux – la 	logique	 de spécialisation et de compétence
40	ont été déterminés, dans la 	logique	 des conceptions agonistiques du politique
40	affaire) et celui de la 	logique	 (on dit qu’une proposition en
40	interaction peut aussi résulter d’une 	logique	 d’enrôlement : le participant est alors
40	maghrébins. Farouk a repéré l’impasse 	logique	 dans laquelle se trouve Jean
40	du champ politique sur cette 	logique	 d’implication. Dans nos travaux antérieurs
40	d’une histoire [62]. Dans cette 	logique	, on ne sera guère surpris
41	un phénomène relevant exactement d’une 	logique	 identique, tant par sa signification
41	répétition : son insertion dans une 	logique	 interprétative en termes de série
42	littéral, un pouvoir discriminant. La 	logique	 classificatoire qui est ici en
42	sociologie « savante ». Quelle est la 	logique	 en cause dans la construction
42	souvent se placer dans une 	logique	 analogue, mais aux conclusions opposées
43	ne relèvent pas seulement d’une 	logique	 d’ordre familial. Ils résultent bien
43	être pour les uns une 	logique	 d’accumulation, de mobilité sociale et
43	comportements principalement inspirés par une 	logique	 professionnelle et qui sont assumés
43	temps, soit parce que leur 	logique	 est équivoque (9 personnes, notamment
43	refuge et recouvrent donc une 	logique	 de « compensation » (Castel, 1995). Mais
43	Les salariés s’inscrivent dans une 	logique	 de reconversion professionnelle afin de
43	familiale, que s’achemine Maurice. Sa 	logique	 d’« ancrage de projets » repose
44	Introduction à la 	logique	 : logique propositionnelle Brice Halimi LLPHI133
44	Introduction à la logique : 	logique	 propositionnelle Brice Halimi LLPHI133 1
44	1.1 Qu’est-ce que la 	logique	 ? Il existe deux définitions traditionnelles
44	définitions traditionnelles concurrentes de la 	logique	 : l’une, dite rationaliste, identifie la
44	l’une, dite rationaliste, identifie la 	logique	 à la science du vrai
44	l’autre, dite psychologiste, identifie la 	logique	 à la science du raisonnement
44	Dans la mesure où la 	logique	 concerne des concepts, des jugements
44	opposition souhaiter accorder à la 	logique	 le statut de science objective
44	Frege a pu définir la 	logique	, non pas comme la science
44	purement psychologique de la pensée 	logique	 est essentiellement motivé par la
44	propre aux mathématiques : l’armature purement 	logique	 des raisonnements mathématiques est l’une
44	psychologisme à propos de la 	logique	 est en réalité sous-déterminé
44	domaine de pertinence de la 	logique	 : les lois logiques concernent-elles
44	dans les théories mathématiques ? La 	logique	 doit-elle être conçue comme
44	2 peut voir dans la 	logique	, et par conséquent sur les
44	intérêts d’une introduction à la 	logique	 moderne. La logique est à
44	à la logique moderne. La 	logique	 est à la fois du
44	très grossièrement) l’évolution de la 	logique	 depuis la fin du XIXe
44	d’abandonner le terrain de la 	logique	 pure, pour se consacrer à
44	cognition. De son côté, la 	logique	 a été happée par les
44	façon uniforme les mathématiques, la 	logique	 ne s’intéresse plus qu’aux différentes
44	Le philosophe s’intéressait à la 	logique	 comme à ce qui peut
44	des différentes grammaires, et la 	logique	 utilisée pour formaliser les mathématiques
44	apparemment) plus rien de la 	logique	 au philosophe. Mais ceci est
44	plutôt justement l’histoire de la 	logique	 au XXe siècle, dont je
44	parlerai pas. 1.2 Méthodologie La 	logique	 est une discipline spéciale au
44	en perspective l’énmergence de la 	logique	 mathématique ; – [Ruyer(1990)] : manuel partiel
44	une introduction élémentaire à la 	logique	 mathématique, en s’en tenant à
44	en s’en tenant à la 	logique	 propositionnelle. Introduction élémentaire, mais néanmoins
44	élémentaire, mais néanmoins à la 	logique	 mathématique, de façon à faire
44	discussion demande quelques notions de 	logique	 (ces notions sont en général
44	étudier une théorie mathématique (la 	logique	 propositionnelle) qui peut servir d’exemple
44	en général. 2 L’idée de 	logique	 propositionnelle 2.1 Énoncés et propositions
44	des formes de construction. La 	logique	 propositionnelle est l’étude des connecteurs
44	conjonctions de coordination. Cependant la 	logique	 ne s’intéresse pas, comme la
44	la perspective adoptée par la 	logique	 consiste à s’intéresser aux connecteurs
44	un énoncé complexe) n’intéressent la 	logique	 que dans la mesure où
44	être vrais ou faux. La 	logique	 vise la généralité en gommant
44	La perspective propre à la 	logique	 propositionnelle est donc de remplacer
44	traduisent par le fait qu’en 	logique	 on a affaire à des
44	perspective symbolique propre à la 	logique	. On parlera donc d’énoncés (simples
44	q », etc.) qui interviennent en 	logique	. Remarque 2.3. Lorsqu’on parle d’un
44	que » n’est pas un connecteur 	logique	, et plus radicalement « Othello croit
44	les objets étudiés par la 	logique	 propositionnelle proprement dite). Définition 2.6
44	dans la perspective de la 	logique	 propositionnelle, et donc de considérer
44	propre du point de vue 	logique	 est de ne retenir d’une
44	est faux, et réciproquement. L’idée 	logique	 de négation est entièrement contenue
44	que cet énoncé contient). En 	logique	, la conjonction (comme tout à
44	présent, quelle est la signification 	logique	 de la conjonction ? Autrement dit
44	la disjonction retenu par la 	logique	 propositionnelle est seulement celui de
44	L’essentiel, d’un point de vue 	logique	, c’est-à-dire du point
44	par convention à l’implication en 	logique	, et ceci constitue un point
44	le langage ordinaire et la 	logique	 propositionnelle. Car ordinairement lorsqu’on emploie
44	très particulier qu’a l’implication en 	logique	, on parle aussi d’implication matérielle
44	principe de générativité de la 	logique	 propositionnelle : il est indéfiniment possible
44	énoncé considéré comme vrai). La 	logique	 propositionnelle est la logique des
44	La logique propositionnelle est la 	logique	 des valeurs de vérité. Elle
44	intéresse le philosophe. Mais la 	logique	 propositionnelle est en même temps
44	un même domaine d’étude : la 	logique	 propositionnelle s’intéresse à la façon
44	contient. 3 Syntaxe de la 	logique	 propositionnelle Nous savons désormais construire
44	propositions. La partie de la 	logique	 qui s’intéresse à la formation
44	des ensembles intervient dans la 	logique	 propositionnelle, c’est tout simplement parce
44	tout simplement parce que la 	logique	 propositionnelle est une mathématisation de
44	est une mathématisation de la 	logique	 du vrai et du faux
44	qu’on appelle l’alphabet de la 	logique	 propositionnelle : ce sont les symboles
44	expression (du langage de la 	logique	 propositionnelle) toute suite de symboles
44	avec précision. L’alphabet de la 	logique	 propositionnelle contient tout cela, sans
44	pas au langage de la 	logique	 propositionnelle, car ce ne sont
44	raison, le langage de la 	logique	 propositionnelle (c’est-à-dire l’ensemble
44	maintenant, nous allons développer la 	logique	 propositionnelle proprement dite, c’est-à
44	de l’univers des propositions. La 	logique	 ne consiste plus à introduire
44	formaliser les énoncés : désormais, la 	logique	 consistera à faire la théorie
44	logiquement, au moyen de la 	logique	 naturelle propre aux mathématiques, un
44	p1 . 4 Sémantique de la 	logique	 propositionnelle La syntaxe de la
44	propositionnelle La syntaxe de la 	logique	 propositionnelle concernait la morphologie du
44	d’exploiter le calcul des VV (	logique	 propositionnelle comme « calcul propositionnel »). Exercice
44	démonstration 6 Extensions de la 	logique	 propositionnelle 6.1 Logique propositionnelle intuitionniste
44	de la logique propositionnelle 6.1 	logique	 propositionnelle intuitionniste 6.2 Logique modale
44	6.1 Logique propositionnelle intuitionniste 6.2 	logique	 modale propositionnelle 6.3 Logique du
44	6.2 Logique modale propositionnelle 6.3 	logique	 du premier ordre Références [Bell
44	D UBUCS , J. (1996), La 	logique	 et son histoire, Paris : Armand
44	et L ASCAR , D. (1993), 	logique	 mathématique, Paris : Masson. Vol. 1
44	F. (1989), Introduction à la 	logique	, Paris : Payot. [Ruyer(1990)] RUYER
44	Ruyer(1990)] RUYER , B. (1990), 	logique	, Paris : PUF. [Tarski(1941)] TARSKI
45	travail. En effet, il est 	logique	 dďż˝utiliser ce sens dans
45	dans une suite ordonnée et 	logique	 ? Ils ne peuvent pas être
45	une situation professionnelle, dans une 	logique	 socio économique qui doit préparer
45	Le former « à » représente la 	logique	 didactique centrée sur le développement
45	sources de créativité et de 	logique	, avant dďż˝orienter lďż˝élève
45	est alors inscrit dans une 	logique	 adaptative, cďż˝est lďż˝entraînement
45	score faible. Ce qui est 	logique	 mais qui présente un pourcentage
46	PENSER – BRANCHE DES MATHÉMATIQUES La 	logique	 classique comprend deux branches principales
46	comprend deux branches principales, la 	logique	 des proposition (inanalysées) et la
46	des proposition (inanalysées) et la 	logique	 des prédicats. Cette logique constitue
46	la logique des prédicats. Cette 	logique	 constitue l’art de penser qui
46	fin du 19e siècle, la 	logique	, d’une part, devient la « science
46	siècle, “Argumentation” s’est substitué à “	logique	” dans les intitulés des manuels
46	c’est parler sa langue. 1. 	logique	 classique 1.1 Le cadre aristotélicien
46	Aristote n’utilise pas le terme “	logique	” dans les Premiers et les
46	à l’acception actuelle du terme 	logique	 (Kotarbinski [1964], p. 5). Les
46	dans la rhétorique d’Aristote. La 	logique	 traditionnelle consiste en une analyse
46	syllogisme et des paralogismes. 1.2 	logique	 et raison Au Moyen Âge
46	la définition aristotélicienne de la 	logique	, en relation avec la réflexivité
46	An., Com., p. 46) La 	logique	 est la science de la
46	sûreté. Cet art, c’est la 	logique	, la science rationnelle [science de
46	définition est fondamentale pour la 	logique	 néo-thomiste, notamment pour Maritain
46	pour Maritain qui définit la 	logique	 comme : « l’art QUI DIRIGE L’ACTE
46	perspective proche, l’objet de la 	logique	 peut être déplacé de la
46	la valeur normative de la 	logique	 formelle, définie comme : une science
46	dans le texte). 1.3 La 	logique	 comme étude de l’inférence Selon
46	Selon les logiciens mathématiciens : — (La 	logique	 est) la discipline qui traite
46	de l’inférence correcte. (Vax 1982, 	logique	) — La logique a pour objet
46	correcte. (Vax 1982, Logique) — La 	logique	 a pour objet les principes
46	Kneale [1962], p. 1) — La 	logique	 a la fonction importante de
46	1967], p. 11) 1.4 La 	logique	 est une science Comme toute
46	science Comme toute science, la 	logique	 a pour tâche la poursuite
46	ont les premiers défini la 	logique	 non pas, à la manière
46	sciences) mais une science. 1.5 	logique	 classique La logique dite classique
46	science. 1.5 Logique classique La 	logique	 dite classique (ou logique traditionnelle
46	La logique dite classique (ou 	logique	 traditionnelle, selon Prior 1967) est
46	1967) est par nature une 	logique	 formelle : c’est un des mérites
46	Elle comprend deux parties : — La 	logique	 des propositions analysées ou calcul
46	théorie aristotélicienne du syllogisme. — La 	logique	 des propositions inanalysées ou calcul
46	Lois de la pensée” La 	logique	 classique est fondée sur divers
46	La définition de la négation 	logique	 découle de ces deux principes
46	pris en compte par la 	logique	 classique, comme le temps ou
46	branche des mathématiques 2.1 La 	logique	 “art de penser” et l’émergence
46	fin du 19e siècle, la 	logique	 classique est considérée comme l’art
46	schémas de raisonnement valides, la 	logique	 fournit la théorie du discours
46	moderne, cette conception de la 	logique	 comme science du raisonnement discursif
46	mathématique. À l’époque contemporaine, la 	logique	 a été intégrée aux mathématiques
46	Ong 1958), pour qui jugement, 	logique	 et méthode doivent être pensés
46	évidence si l’on compare La 	logique	 ou l’art de penser contenant
46	calcul. 2.2 Mathématisation de la 	logique	 La logique est par nature
46	Mathématisation de la logique La 	logique	 est par nature formelle : elle
46	point à partir duquel la 	logique	 ne peut plus être vue
46	début du XXe siècle, la 	logique	 classique est gagnée par le
46	évidences » : On passe de la 	logique	 aux logiques qu’on construira à
46	retire son privilège à la 	logique	 classique, qui n’est plus qu’un
46	71-72) En s’axiomatisant, la 	logique	 renonce à sa fonction rectrice
46	à cette époque que la 	logique	 est devenue cette discipline formalisée
46	formelle, substantielle… De fait, la 	logique	 classique maintenue doit être ajoutée
46	thomisme La problématique de l’argumentation 	logique	 comme méthode de pensée s’est
46	ainsi une vision de la 	logique	 comme fondement de la pensée
46	et de recherche sur la 	logique	 classique comme méthode de pensée
46	développements substantiels relatifs à la 	logique	 traditionnelle, comme ainsi d’intéressantes considérations
46	D’importants travaux, comme la Petite 	logique	 de Maritain ([1923]), Tricot (1928
46	de cet intérêt pour la 	logique	 comme structure et méthode de
46	des conceptions formalistes de la 	logique	. Ce courant a ainsi développé
46	une vision des liens entre 	logique	 et argumentation bien distincte de
46	la “Nouvelle rhétorique”, qui oppose 	logique	 et argumentation. La théorie des
46	3). Elle reprend ainsi la 	logique	 classique, abandonnée par les logiciens
46	comme schématisation défini dans la 	logique	 naturelle de Grize. 3. Logique
46	logique naturelle de Grize. 3. 	logique	 et argumentation 3.1 Mise à
46	Mise à distance de la 	logique	 formalisée Les logiques classiques ont
46	de l’argumentation. Les logiques pragmatiques — 	logique	 non formelle, substantielle, ou naturelle
46	naturelle, et au contexte. La 	logique	 formalisée est décontextualisée et s’exprime
46	mouvement de formalisation de la 	logique	 appelait un accompagnement, une contrepartie
46	prenant en charge la pratique 	logique	 (« logical practice », [1958], p. 6
46	opposition au rejet de la 	logique	 par la nouvelle rhétorique, la
46	par la nouvelle rhétorique, la 	logique	 non formelle (informal logic) et
46	formelle (informal logic) et la 	logique	 naturelle ont conservé le mot
46	naturelle ont conservé le mot 	logique	 dans leurs intitulés, V. Études
46	d’argumentation; Argumentation: Définitions. 3.2 Langage 	logique	 et langue naturelle : Éléments différentiels
46	différentiels — L’intersubjectivité, exclue du langage 	logique	, structure la langue, le discours
46	l’humour, V. Figure ; Ironie. — La 	logique	 et la science demandent des
46	La syntaxe de la langue 	logique	 définit et construit des expressions
46	a de l’interlocuteur. — Le langage 	logique	 exprime pleinement un sens univoque
46	de vue de la la 	logique	, peuvent être vus comme autant
47	Définir la 	logique	 Denis Bonnay (1) Institut d'Histoire
47	Résumé Qu'est-ce que la 	logique	, et quels problèmes spécifiques rencontre
47	et si d'autre part la 	logique	 est ce qu'il y a
48	La 	logique	 et l'épistémologie La connaissance des
49		logique	 et métalogique 4. Lois de
49	pensée et principes de la 	logique	 Les lois de la pensée
49	d’études fondamentaux tels que la 	logique	. À la différence des mathématiques
49	langage formel et d’un calcul 	logique	 universel. La métaphysique (metaphysics) est
49	la loi fondamentale de la 	logique	. La version en logique classique
49	la logique. La version en 	logique	 classique de ce principe philosophique
49	est le vrai ». La version 	logique	 traditionnelle est qu’une proposition est
0	valide, on entend un argument 	logiquement	 valide, un argument tel que
0	2 n’est pas un argument 	logiquement	 valide. La conclusion découle sans
0	pure. Pour obtenir un argument 	logiquement	 valide, il faudrait expliciter les
0	conclusion, car la conclusion suit 	logiquement	 des prémisses. Il suffit que
0	substantielle » qui caractérise les arguments 	logiquement	 valides. Au moment où l’on
0	en question sont les raisonnements 	logiquement	 valides, et l’on semble ainsi
0	énoncé ne suit pas purement 	logiquement	 du second ; comme je l’ai
0	qui nous apparaissent intuitivement comme 	logiquement	 valides. Si tel était le
0	de ce qu’est un argument 	logiquement	 valide, puisque le choix des
0	difficulté à « construire » des mondes 	logiquement	 impossibles [20]. Mais ceci ne
0	de savoir si ces mondes 	logiquement	 impossibles sont des artefacts représentationnels
0	continu doit être considérée comme 	logiquement	 vraie ou comme logiquement fausse
0	comme logiquement vraie ou comme 	logiquement	 fausse, et ce alors même
0	inférences valides celles qui sont 	logiquement	 valides que tant que l’on
2	permettant de distinguer les conclusions 	logiquement	 justifiées des conclusions erronées ou

